link,name,type,canonical_name
/wiki/2_th%C3%A1ng_10,2 tháng 10,UNKNOWN,2 thang 10
/wiki/Glasgow,Glasgow,PLACE,glasgow
/wiki/Scotland,Scotland,PLACE,scotland
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Glasgow,Đại học Glasgow,ORGANIZATION,ai hoc glasgow
/wiki/1866,1866,UNKNOWN,1866
/wiki/1869,1869,UNKNOWN,1869
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_T%C3%BCbingen,Đại học Tübingen,ORGANIZATION,ai hoc tubingen
/wiki/1873,1873,UNKNOWN,1873
/wiki/1904,1904,UNKNOWN,1904
/wiki/1907,1907,UNKNOWN,1907
/wiki/1913,1913,UNKNOWN,1913
/wiki/1874,1874,UNKNOWN,1874
/wiki/1880,1880,UNKNOWN,1880
/wiki/1887,1887,UNKNOWN,1887
/wiki/Ryazan,Ryazan,UNKNOWN,ryazan
/wiki/Sankt-Peterburg,Sankt-Peterburg,PLACE,sankt-peterburg
/wiki/Li%C3%AAn_X%C3%B4,Liên Xô,ORGANIZATION,lien xo
/wiki/Nga,Nga,PLACE,nga
/wiki/Pressburg,Bratislava,UNKNOWN,bratislava
/wiki/Hungary,Hungary,UNKNOWN,hungary
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Heidelberg,Đại học Heidelberg,ORGANIZATION,ai hoc heidelberg
/wiki/Robert_Bunsen,Robert Bunsen,PERSON,robert bunsen
/wiki/Starnberg,Starnberg,PLACE,starnberg
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_K%E1%BB%B9_thu%E1%BA%ADt_Berlin,Đại học Kỹ thuật Berlin,ORGANIZATION,ai hoc ky thuat berlin
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Strasbourg,Đại học Strasbourg,ORGANIZATION,ai hoc strasbourg
/wiki/August_Kekul%C3%A9,August Kekulé,PERSON,august kekule
/wiki/V%C6%B0%C6%A1ng_qu%E1%BB%91c_Hannover,Vương quốc Hannover,ORGANIZATION,vuong quoc hannover
/wiki/Baden-Baden,Baden-Baden,PLACE,baden-baden
/wiki/%C4%90%E1%BA%A1i_c%C3%B4ng_qu%E1%BB%91c_Baden,Đại công quốc Baden,UNKNOWN,ai cong quoc baden
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_G%C3%B6ttingen,Đại học Göttingen,ORGANIZATION,ai hoc gottingen
/wiki/Praha,Praha,PLACE,praha
/wiki/V%C6%B0%C6%A1ng_qu%E1%BB%91c_Bohemia,Vương quốc Bohemia,PERSON,vuong quoc bohemia
/wiki/%C4%90%E1%BA%BF_qu%E1%BB%91c_%C3%81o,Đế quốc Áo,UNKNOWN,e quoc ao
/wiki/Vi%C3%AAn,Viên,PLACE,vien
/wiki/%C3%81o-Hung,Đế quốc Áo-Hung,ORGANIZATION,e quoc ao-hung
/wiki/Ch%E1%BB%A7_ngh%C4%A9a_h%C3%B2a_b%C3%ACnh,Chủ nghĩa hòa bình,UNKNOWN,chu nghia hoa binh
/wiki/Ti%E1%BB%83u_thuy%E1%BA%BFt_gia,Tiểu thuyết gia,UNKNOWN,tieu thuyet gia
/wiki/18_th%C3%A1ng_12,18 tháng 12,UNKNOWN,18 thang 12
/wiki/1856,1856,UNKNOWN,1856
/wiki/Manchester,Manchester,PLACE,manchester
/wiki/V%C6%B0%C6%A1ng_qu%E1%BB%91c_Li%C3%AAn_hi%E1%BB%87p_Anh_v%C3%A0_B%E1%BA%AFc_Ireland,Vương quốc Liên hiệp Anh và Bắc Ireland,PLACE,vuong quoc lien hiep anh va bac ireland
/wiki/Cambridge,Cambridge,UNKNOWN,cambridge
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Manchester,Đại học Manchester,ORGANIZATION,ai hoc manchester
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Princeton,Đại học Princeton,ORGANIZATION,ai hoc princeton
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Yale,Đại học Yale,ORGANIZATION,ai hoc yale
/wiki/28_th%C3%A1ng_9,28 tháng 9,UNKNOWN,28 thang 9
/wiki/1898,1898,UNKNOWN,1898
/wiki/1906,1906,UNKNOWN,1906
/wiki/Sorbonne,Sorbonne,UNKNOWN,sorbonne
/wiki/Petilla_de_Arag%C3%B3n,Petilla de Aragón,UNKNOWN,petilla de aragon
/wiki/Navarre,Navarra,UNKNOWN,navarra
/wiki/T%C3%A2y_Ban_Nha,Tây Ban Nha,PERSON,tay ban nha
/wiki/Madrid,Madrid,PLACE,madrid
/wiki/27_th%C3%A1ng_7,27 tháng 7,UNKNOWN,27 thang 7
/wiki/1835,1835,UNKNOWN,1835
/wiki/Pietrasanta,Pietrasanta,UNKNOWN,pietrasanta
/wiki/Toscana,Toscana,PLACE,toscana
/wiki/16_th%C3%A1ng_2,16 tháng 2,UNKNOWN,16 thang 2
/wiki/Bologna,Bologna,PLACE,bologna
/wiki/Th%C3%A0nh_ph%E1%BB%91_New_York,Thành phố New York,PLACE,thanh pho new york
/wiki/New_York_(bang),New York (tiểu bang),PLACE,new york tieu bang
/wiki/Hoa_K%E1%BB%B3,Hoa Kỳ,UNKNOWN,hoa ky
/wiki/Theodore_Roosevelt_Jr.,Theodore Roosevelt Jr.,PERSON,theodore roosevelt jr
/wiki/Strzelno,Strzelno,PLACE,strzelno
"/wiki/Pasadena,_California","Pasadena, California",UNKNOWN,pasadena california
/wiki/H%E1%BB%8Dc_vi%E1%BB%87n_H%E1%BA%A3i_qu%C3%A2n_Hoa_K%E1%BB%B3,Học viện Hải quân Hoa Kỳ,ORGANIZATION,hoc vien hai quan hoa ky
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Chicago,Đại học Chicago,ORGANIZATION,ai hoc chicago
/wiki/Hermann_Helmholtz,Hermann von Helmholtz,PERSON,hermann von helmholtz
/wiki/Val-de-Gr%C3%A2ce,Val-de-Grâce,UNKNOWN,val-de-grace
/wiki/Raj_thu%E1%BB%99c_Anh,Raj thuộc Anh,UNKNOWN,raj thuoc anh
/wiki/Lu%C3%A2n_%C4%90%C3%B4n,Luân Đôn,PLACE,luan on
/wiki/Milan,Milano,PLACE,milano
/wiki/Autun,Autun,PLACE,autun
/wiki/Barbizon,Barbizon,PLACE,barbizon
/wiki/16_th%C3%A1ng_8,16 tháng 8,UNKNOWN,16 thang 8
/wiki/Luxembourg,Luxembourg,PLACE,luxembourg
/wiki/%C4%90%E1%BA%A1i_T%C3%A2y_D%C6%B0%C6%A1ng,Đại Tây Dương,PLACE,ai tay duong
/wiki/Canada,Canada,UNKNOWN,canada
/wiki/30_th%C3%A1ng_8,30 tháng 8,UNKNOWN,30 thang 8
/wiki/1871,1871,UNKNOWN,1871
/wiki/New_Zealand,New Zealand,PLACE,new zealand
/wiki/19_th%C3%A1ng_10,19 tháng 10,UNKNOWN,19 thang 10
/wiki/1937,1937,UNKNOWN,1937
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_McGill,Đại học McGill,ORGANIZATION,ai hoc mcgill
/wiki/Kharkiv_Oblast,Kharkiv (tỉnh),PLACE,kharkiv tinh
/wiki/Ukraina,Ukraina,PLACE,ukraina
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Qu%E1%BB%91c_gia_Kharkiv,Đại học Quốc gia Kharkiv,ORGANIZATION,ai hoc quoc gia kharkiv
/wiki/Strzelin,Strzelin,PLACE,strzelin
/wiki/Hesse,Hessen,PLACE,hessen
/wiki/5_th%C3%A1ng_1,5 tháng 1,UNKNOWN,5 thang 1
/wiki/1846,1846,UNKNOWN,1846
/wiki/Aurich,Aurich,PLACE,aurich
/wiki/Hannover,Hannover,PLACE,hannover
/wiki/15_th%C3%A1ng_9,15 tháng 9,UNKNOWN,15 thang 9
/wiki/1926,1926,UNKNOWN,1926
/wiki/Jena,Jena,PLACE,jena
/wiki/Th%C3%BCringen,Thüringen,PLACE,thuringen
/wiki/Gothenburg,Göteborg,PLACE,goteborg
/wiki/Ch%C3%ADnh_tr%E1%BB%8B_gia,Chính khách,UNKNOWN,chinh khach
/wiki/Gi%C3%A1o_vi%C3%AAn,Giáo viên,UNKNOWN,giao vien
/wiki/%C4%90an_M%E1%BA%A1ch,Đan Mạch,UNKNOWN,an mach
/wiki/6_th%C3%A1ng_6,6 tháng 6,UNKNOWN,6 thang 6
/wiki/1850,1850,UNKNOWN,1850
/wiki/Brooklyn,Brooklyn,PLACE,brooklyn
/wiki/Ng%C6%B0%E1%BB%9Di_%C4%90%E1%BB%A9c,Người Đức,UNKNOWN,nguoi uc
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Marburg,Đại học Marburg,ORGANIZATION,ai hoc marburg
/wiki/2_th%C3%A1ng_9,2 tháng 9,UNKNOWN,2 thang 9
/wiki/1853,1853,UNKNOWN,1853
/wiki/Riga,Riga,PLACE,riga
/wiki/Leipzig,Leipzig,PLACE,leipzig
/wiki/Baltic,Baltic,UNKNOWN,baltic
/wiki/1909,1909,UNKNOWN,1909
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Leipzig,Đại học Leipzig,ORGANIZATION,ai hoc leipzig
/wiki/Vi%E1%BB%87n_h%C3%A0n_l%C3%A2m_Khoa_h%E1%BB%8Dc_Leopoldina,Viện Hàn lâm Khoa học Leopoldina,ORGANIZATION,vien han lam khoa hoc leopoldina
/wiki/Arthur_Amos_Noyes,Arthur Amos Noyes,PERSON,arthur amos noyes
/wiki/20_th%C3%A1ng_11,20 tháng 11,UNKNOWN,20 thang 11
/wiki/1858,1858,UNKNOWN,1858
/wiki/V%C3%A4rmland,Värmland,UNKNOWN,varmland
/wiki/Ng%C6%B0%E1%BB%9Di_Th%E1%BB%A5y_%C4%90i%E1%BB%83n,Người Thụy Điển,UNKNOWN,nguoi thuy ien
/wiki/La_Fl%C3%A8che,La Flèche,PLACE,la fleche
/wiki/Leiden,Leiden,PLACE,leiden
/wiki/Willem_Hendrik_Keesom,Willem Hendrik Keesom,PERSON,willem hendrik keesom
/wiki/Kaliningrad,Kaliningrad,PLACE,kaliningrad
/wiki/G%C3%B6ttingen,Göttingen,PLACE,gottingen
/wiki/August_Wilhelm_von_Hofmann,August Wilhelm von Hofmann,PERSON,august wilhelm von hofmann
/wiki/Friedrich_W%C3%B6hler,Friedrich Wöhler,PERSON,friedrich wohler
/wiki/Rostock,Rostock,UNKNOWN,rostock
/wiki/1927,1927,UNKNOWN,1927
/wiki/15_th%C3%A1ng_3,15 tháng 3,UNKNOWN,15 thang 3
/wiki/1830,1830,UNKNOWN,1830
/wiki/2_th%C3%A1ng_4,2 tháng 4,UNKNOWN,2 thang 4
/wiki/1914,1914,UNKNOWN,1914
/wiki/Ph%E1%BB%95,Phổ,UNKNOWN,pho
/wiki/Landskrona,Landskrona,PLACE,landskrona
/wiki/29_th%C3%A1ng_4,29 tháng 4,UNKNOWN,29 thang 4
/wiki/1862,1862,UNKNOWN,1862
/wiki/Gent,Gent,PLACE,gent
/wiki/B%E1%BB%89,Bỉ,ORGANIZATION,bi
/wiki/6_th%C3%A1ng_5,6 tháng 5,UNKNOWN,6 thang 5
/wiki/1949,1949,UNKNOWN,1949
/wiki/Nice,Nice,PLACE,nice
/wiki/V%C3%A4sterg%C3%B6tland,Västergötland,UNKNOWN,vastergotland
/wiki/Cherbourg,Cherbourg,PLACE,cherbourg
/wiki/Lyon,Lyon,PLACE,lyon
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Lyon,Đại học Lyon,ORGANIZATION,ai hoc lyon
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Nancy,Đại học Nancy,UNKNOWN,ai hoc nancy
/wiki/1854,1854,UNKNOWN,1854
/wiki/Carcassonne,Carcassonne,PLACE,carcassonne
/wiki/Toulouse,Toulouse,PLACE,toulouse
/wiki/Sainte-Foy-l%C3%A8s-Lyon,Sainte-Foy-lès-Lyon,PLACE,sainte-foy-les-lyon
"/wiki/Rh%C3%B4ne,_Rh%C3%B4ne-Alpes",Rhône (tỉnh),PLACE,rhone tinh
/wiki/Gi%E1%BA%A3i_ph%E1%BA%ABu_h%E1%BB%8Dc,Giải phẫu học,UNKNOWN,giai phau hoc
/wiki/Sinh_h%E1%BB%8Dc,Sinh học,UNKNOWN,sinh hoc
/wiki/15_th%C3%A1ng_11,15 tháng 11,UNKNOWN,15 thang 11
/wiki/Szczawno-Zdr%C3%B3j,Szczawno-Zdrój,PLACE,szczawno-zdroj
/wiki/Ba_Lan,Ba Lan,UNKNOWN,ba lan
/wiki/1946,1946,UNKNOWN,1946
/wiki/21_th%C3%A1ng_9,21 tháng 9,UNKNOWN,21 thang 9
/wiki/Groningen,Groningen (thành phố),PLACE,groningen thanh pho
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Groningen,Đại học Groningen,ORGANIZATION,ai hoc groningen
/wiki/Gustav_Kirchhoff,Gustav Robert Kirchhoff,PERSON,gustav robert kirchhoff
/wiki/12_th%C3%A1ng_12,12 tháng 12,UNKNOWN,12 thang 12
/wiki/Mulhouse,Mulhouse,PLACE,mulhouse
/wiki/Alsace,Alsace,PLACE,alsace
/wiki/Z%C3%BCrich,Zürich,PLACE,zurich
/wiki/Th%E1%BB%A5y_S%C4%A9,Thụy Sĩ,PLACE,thuy si
/wiki/7_th%C3%A1ng_5,7 tháng 5,UNKNOWN,7 thang 5
/wiki/1861,1861,UNKNOWN,1861
/wiki/%E1%BA%A4n_%C4%90%E1%BB%99,Ấn Độ,PLACE,an o
/wiki/Nh%C3%A0_vi%E1%BA%BFt_k%E1%BB%8Bch,Nhà viết kịch,UNKNOWN,nha viet kich
/wiki/Tri%E1%BA%BFt_gia,Nhà triết học,UNKNOWN,nha triet hoc
/wiki/Koblenz,Koblenz,PLACE,koblenz
/wiki/Le%C3%B3_Szil%C3%A1rd,Leó Szilárd,PERSON,leo szilard
/wiki/%C3%81o,Áo,PLACE,ao
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Wien,Đại học Viên,ORGANIZATION,ai hoc vien
/wiki/2_th%C3%A1ng_7,2 tháng 7,UNKNOWN,2 thang 7
/wiki/Cumberland,Cumberland,UNKNOWN,cumberland
/wiki/1915,1915,UNKNOWN,1915
/wiki/Gi%E1%BA%A3i_John_J._Carty_cho_th%C4%83ng_ti%E1%BA%BFn_Khoa_h%E1%BB%8Dc,Giải John J. Carty cho thăng tiến Khoa học,UNKNOWN,giai john j carty cho thang tien khoa hoc
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Adelaide,Đại học Adelaide,ORGANIZATION,ai hoc adelaide
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Leeds,Đại học Leeds,ORGANIZATION,ai hoc leeds
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_London,Đại học Luân Đôn,ORGANIZATION,ai hoc luan on
/wiki/31_th%C3%A1ng_3,31 tháng 3,UNKNOWN,31 thang 3
/wiki/1890,1890,UNKNOWN,1890
/wiki/Suffolk,Suffolk,PLACE,suffolk
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Victoria,Đại học Victoria,UNKNOWN,ai hoc victoria
/wiki/13_th%C3%A1ng_8,13 tháng 8,UNKNOWN,13 thang 8
/wiki/1872,1872,UNKNOWN,1872
/wiki/Karlsruhe,Karlsruhe,PLACE,karlsruhe
/wiki/29_th%C3%A1ng_1,29 tháng 1,UNKNOWN,29 thang 1
"/wiki/Clamecy,_Ni%C3%A8vre","Clamecy, Nièvre",PLACE,clamecy nievre
/wiki/Ni%C3%A8vre,Nièvre,PLACE,nievre
/wiki/V%C3%A9zelay,Vézelay,PLACE,vezelay
/wiki/6_th%C3%A1ng_7,6 tháng 7,UNKNOWN,6 thang 7
/wiki/1859,1859,UNKNOWN,1859
/wiki/20_th%C3%A1ng_5,20 tháng 5,UNKNOWN,20 thang 5
/wiki/1940,1940,UNKNOWN,1940
/wiki/Cheshire,Cheshire,PLACE,cheshire
/wiki/Edinburgh,Edinburgh,PLACE,edinburgh
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Liverpool,Đại học Liverpool,ORGANIZATION,ai hoc liverpool
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Edinburgh,Đại học Edinburgh,ORGANIZATION,ai hoc edinburgh
/wiki/Kiel,Kiel,PLACE,kiel
/wiki/T%C3%A2y_%C4%90%E1%BB%A9c,Tây Đức,ORGANIZATION,tay uc
/wiki/Wroc%C5%82aw,Wrocław,PLACE,wroc aw
/wiki/Basel,Basel,PLACE,basel
/wiki/Freihung,Freihung,PLACE,freihung
/wiki/Traunstein,Traunstein,PLACE,traunstein
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Hannover,Đại học Hanover,ORGANIZATION,ai hoc hanover
/wiki/Soignies,Soignies,PLACE,soignies
/wiki/24_th%C3%A1ng_4,24 tháng 4,UNKNOWN,24 thang 4
/wiki/29_th%C3%A1ng_12,29 tháng 12,UNKNOWN,29 thang 12
/wiki/1924,1924,UNKNOWN,1924
"/wiki/Staunton,_Virginia","Staunton, Virginia",PLACE,staunton virginia
/wiki/S%C3%A8vres,Sèvres,PLACE,sevres
/wiki/25_th%C3%A1ng_6,25 tháng 6,UNKNOWN,25 thang 6
/wiki/1864,1864,UNKNOWN,1864
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Graz,Đại học Graz,ORGANIZATION,ai hoc graz
/wiki/1920,1920,UNKNOWN,1920
/wiki/1928,1928,UNKNOWN,1928
/wiki/Ludwig_Boltzmann,Ludwig Boltzmann,PERSON,ludwig boltzmann
/wiki/Gilbert_N._Lewis,Gilbert N. Lewis,PERSON,gilbert n lewis
/wiki/Max_Bodenstein,Max Bodenstein,PERSON,max bodenstein
/wiki/Hermann_Irving_Schlesinger,Hermann Irving Schlesinger,PERSON,hermann irving schlesinger
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Copenhagen,Đại học Copenhagen,ORGANIZATION,ai hoc copenhagen
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Duke,Đại học Duke,ORGANIZATION,ai hoc duke
/wiki/4_th%C3%A1ng_8,4 tháng 8,UNKNOWN,4 thang 8
/wiki/Grimstad,Grimstad,UNKNOWN,grimstad
/wiki/Ulm,Ulm,PLACE,ulm
/wiki/V%C6%B0%C6%A1ng_qu%E1%BB%91c_W%C3%BCrttemberg,Vương quốc Württemberg,ORGANIZATION,vuong quoc wurttemberg
"/wiki/Princeton,_New_Jersey","Princeton, New Jersey",UNKNOWN,princeton new jersey
/wiki/Mileva_Mari%C4%87,Mileva Marić,PERSON,mileva maric
/wiki/Hans_Albert_Einstein,Hans Albert Einstein,PERSON,hans albert einstein
"/wiki/Gia_%C4%91%C3%ACnh_Einstein#Eduard_""Tete""_Einstein_(con_trai_thứ_hai_của_Einstein)",Gia đình Einstein,UNKNOWN,gia inh einstein
/wiki/Huy_ch%C6%B0%C6%A1ng_Copley,Huy chương Copley,PLACE,huy chuong copley
/wiki/Huy_ch%C6%B0%C6%A1ng_v%C3%A0ng_c%E1%BB%A7a_H%E1%BB%99i_Thi%C3%AAn_v%C4%83n_h%E1%BB%8Dc_Ho%C3%A0ng_gia,Huy chương vàng của Hội Thiên văn Hoàng gia,PLACE,huy chuong vang cua hoi thien van hoang gia
/wiki/Huy_ch%C6%B0%C6%A1ng_Max_Planck,Huy chương Max Planck,UNKNOWN,huy chuong max planck
/wiki/Bern,Bern,PLACE,bern
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Karl_%E1%BB%9F_Praha,Đại học Karl tại Praha,ORGANIZATION,ai hoc karl tai praha
/wiki/Vi%E1%BB%87n_H%C3%A0n_l%C3%A2m_Khoa_h%E1%BB%8Dc_Ph%E1%BB%95,Viện Hàn lâm Khoa học Phổ,UNKNOWN,vien han lam khoa hoc pho
/wiki/Vi%E1%BB%87n_C%C3%B4ng_ngh%E1%BB%87_California,Viện Công nghệ California,ORGANIZATION,vien cong nghe california
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Oxford,Đại học Oxford,ORGANIZATION,ai hoc oxford
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Brandeis,Đại học Brandeis,UNKNOWN,ai hoc brandeis
/wiki/Alfred_Kleiner,Alfred Kleiner,PERSON,alfred kleiner
/wiki/Hermann_Minkowski,Hermann Minkowski,PERSON,hermann minkowski
/wiki/V%E1%BA%ADt_l%C3%BD_hi%E1%BB%87n_%C4%91%E1%BA%A1i,Vật lý hiện đại,UNKNOWN,vat ly hien ai
/wiki/1877,1877,UNKNOWN,1877
/wiki/Eastbourne,Eastbourne,PLACE,eastbourne
/wiki/Brighton,Brighton,PLACE,brighton
/wiki/1921,1921,UNKNOWN,1921
/wiki/1900,1900,UNKNOWN,1900
/wiki/1903,1903,UNKNOWN,1903
/wiki/1936,1936,UNKNOWN,1936
/wiki/16_th%C3%A1ng_4,16 tháng 4,UNKNOWN,16 thang 4
/wiki/1844,1844,UNKNOWN,1844
/wiki/12_th%C3%A1ng_10,12 tháng 10,UNKNOWN,12 thang 10
/wiki/Tours,Tours,PLACE,tours
/wiki/23_th%C3%A1ng_11,23 tháng 11,UNKNOWN,23 thang 11
/wiki/1860,1860,UNKNOWN,1860
/wiki/24_th%C3%A1ng_2,24 tháng 2,UNKNOWN,24 thang 2
/wiki/1925,1925,UNKNOWN,1925
/wiki/Copenhagen,Copenhagen,PLACE,copenhagen
/wiki/Gi%E1%BA%A3i_Nguy%C3%AAn_t%E1%BB%AD_v%C3%AC_H%C3%B2a_b%C3%ACnh,Giải thưởng Nguyên tử vì Hòa bình,UNKNOWN,giai thuong nguyen tu vi hoa binh
/wiki/Gi%E1%BA%A3i_Sonning,Giải Sonning,UNKNOWN,giai sonning
/wiki/Lise_Meitner,Lise Meitner,PERSON,lise meitner
/wiki/1_th%C3%A1ng_9,1 tháng 9,UNKNOWN,1 thang 9
/wiki/Birmingham,Birmingham,PLACE,birmingham
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Birmingham,Đại học Birmingham,UNKNOWN,ai hoc birmingham
/wiki/1922,1922,UNKNOWN,1922
/wiki/Philadelphia,Philadelphia,PLACE,philadelphia
/wiki/12_th%C3%A1ng_8,12 tháng 8,UNKNOWN,12 thang 8
/wiki/14_th%C3%A1ng_7,14 tháng 7,UNKNOWN,14 thang 7
/wiki/1954,1954,UNKNOWN,1954
/wiki/Oslo,Oslo,PLACE,oslo
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Oslo,Đại học Oslo,ORGANIZATION,ai hoc oslo
/wiki/Nh%C3%A0_khoa_h%E1%BB%8Dc,Nhà khoa học,UNKNOWN,nha khoa hoc
/wiki/Nh%C3%A0_th%C3%A1m_hi%E1%BB%83m,Nhà thám hiểm,UNKNOWN,nha tham hiem
/wiki/Ngo%E1%BA%A1i_giao,Ngoại giao,UNKNOWN,ngoai giao
/wiki/Legion_of_Honor,Bắc Đẩu Bội tinh,PLACE,bac au boi tinh
/wiki/22_th%C3%A1ng_3,22 tháng 3,UNKNOWN,22 thang 3
/wiki/1868,1868,UNKNOWN,1868
"/wiki/Morrison,_Illinois","Morrison, Illinois",PLACE,morrison illinois
/wiki/California,California,PLACE,california
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Oberlin,Đại học Oberlin,UNKNOWN,ai hoc oberlin
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Columbia,Đại học Columbia,ORGANIZATION,ai hoc columbia
/wiki/Gi%E1%BA%A3i_V%E1%BA%ADt_l%C3%BD_Comstock,Giải Vật lý Comstock,UNKNOWN,giai vat ly comstock
/wiki/Huy_ch%C6%B0%C6%A1ng_Oersted,Huy chương Oersted,UNKNOWN,huy chuong oersted
/wiki/Ljubljana,Ljubljana,PLACE,ljubljana
/wiki/Graz,Graz,PLACE,graz
/wiki/1923,1923,UNKNOWN,1923
/wiki/Ontario,Ontario,PLACE,ontario
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Toronto,Đại học Toronto,ORGANIZATION,ai hoc toronto
/wiki/Aberdeen,Aberdeen,UNKNOWN,aberdeen
/wiki/13_th%C3%A1ng_6,13 tháng 6,UNKNOWN,13 thang 6
/wiki/1865,1865,UNKNOWN,1865
/wiki/Dublin,Dublin,PLACE,dublin
/wiki/C%E1%BB%99ng_h%C3%B2a_Ireland,Cộng hòa Ireland,UNKNOWN,cong hoa ireland
/wiki/28_th%C3%A1ng_1,28 tháng 1,UNKNOWN,28 thang 1
/wiki/1939,1939,UNKNOWN,1939
/wiki/Ng%C6%B0%E1%BB%9Di_Ireland,Người Ireland,UNKNOWN,nguoi ireland
/wiki/%C3%96rebro,Örebro,PLACE,orebro
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Lund,Đại học Lund,ORGANIZATION,ai hoc lund
/wiki/Semarang,Semarang,PLACE,semarang
/wiki/Radomsko,Radomsko,PLACE,radomsko
/wiki/5_th%C3%A1ng_12,5 tháng 12,UNKNOWN,5 thang 12
/wiki/Hamburg,Hamburg,UNKNOWN,hamburg
/wiki/Theodore_Puck,Theodore Puck,UNKNOWN,theodore puck
/wiki/%C4%90%C3%B4ng_Berlin,Đông Berlin,UNKNOWN,ong berlin
/wiki/C%E1%BB%99ng_h%C3%B2a_D%C3%A2n_ch%E1%BB%A7_%C4%90%E1%BB%A9c,Cộng hòa Dân chủ Đức,ORGANIZATION,cong hoa dan chu uc
/wiki/1_th%C3%A1ng_4,1 tháng 4,UNKNOWN,1 thang 4
/wiki/Ireland,Đảo Ireland,PLACE,ao ireland
/wiki/Hertfordshire,Hertfordshire,UNKNOWN,hertfordshire
/wiki/Warwickshire,Warwickshire,PLACE,warwickshire
"/wiki/Marietta,_Ohio","Marietta, Ohio",PLACE,marietta ohio
"/wiki/Evanston,_Illinois","Evanston, Illinois",UNKNOWN,evanston illinois
/wiki/Bachelor_of_Arts,Cử nhân Nghệ thuật,UNKNOWN,cu nhan nghe thuat
/wiki/Lille,Lille,PLACE,lille
/wiki/1867,1867,UNKNOWN,1867
/wiki/Silkeborg,Silkeborg,UNKNOWN,silkeborg
/wiki/Pforzheim,Pforzheim,PLACE,pforzheim
/wiki/Bayern,Bayern,PLACE,bayern
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_K%E1%BB%B9_thu%E1%BA%ADt_M%C3%BCnchen,Đại học Kỹ thuật München,ORGANIZATION,ai hoc ky thuat munchen
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Freiburg,Đại học Freiburg,ORGANIZATION,ai hoc freiburg
/wiki/Leopold_Horner,Leopold Horner,PERSON,leopold horner
/wiki/Yorkshire,Yorkshire,UNKNOWN,yorkshire
/wiki/Alton,"Alton, Illinois",PLACE,alton illinois
/wiki/Hampshire,Hampshire,PLACE,hampshire
/wiki/1876,1876,UNKNOWN,1876
/wiki/Rouen,Rouen,PLACE,rouen
/wiki/1882,1882,UNKNOWN,1882
/wiki/Lillehammer,Lillehammer,UNKNOWN,lillehammer
/wiki/Louveciennes,Louveciennes,PLACE,louveciennes
/wiki/Paul_Langevin,Paul Langevin,PERSON,paul langevin
/wiki/Augsburg,Augsburg,PLACE,augsburg
/wiki/V%C6%B0%C6%A1ng_qu%E1%BB%91c_Bayern,Vương quốc Bayern,ORGANIZATION,vuong quoc bayern
/wiki/Th%C3%A0nh_bang_t%E1%BB%B1_do_L%C3%BCbeck,Thành bang tự do Lübeck,UNKNOWN,thanh bang tu do lubeck
